kod_stacji,nazwa_stacji,lon,lat,temperatura_gruntu,temperatura_gruntu_data,wiatr_kierunek,wiatr_kierunek_data,wiatr_srednia_predkosc,wiatr_srednia_predkosc_data,wiatr_predkosc_maksymalna,wiatr_predkosc_maksymalna_data,wilgotnosc_wzgledna,wilgotnosc_wzgledna_data,wiatr_poryw_10min,wiatr_poryw_10min_data,opad_10min,opad_10min_data
250160480,SŁOSZÓW,16.379444,50.41,4.86,2025-01-28 17:50:00,254.7,2025-01-28 17:50:00,6.1,2025-01-28 17:50:00,10.8,2025-01-28 17:50:00,92.14,2025-01-28 17:50:00,,,0.1,2025-01-28 17:50:00
250160490,POLANICA-ZDRÓJ,16.518333,50.425278,,,,,,,,,,,,,0,2025-01-28 17:50:00
250160510,OŁDRZYCHOWICE KŁODZKIE,16.734722,50.356667,,,,,,,,,,,,,0,2025-01-28 17:50:00
350170530,OPOLE,17.968889,50.626944,10.9,2025-01-28 17:50:00,133,2025-01-28 17:50:00,2,2025-01-28 17:50:00,3.1,2025-01-28 17:50:00,66,2025-01-28 17:50:00,,,0,2025-01-28 17:50:00
350150500,JELENIA GÓRA,15.788889,50.900278,4.9,2025-01-28 17:50:00,243,2025-01-28 17:50:00,2.1,2025-01-28 17:50:00,3.9,2025-01-28 17:50:00,94,2025-01-28 17:50:00,,,0,2025-01-28 17:50:00
351160415,LEGNICA,16.207778,51.1925,5.8,2025-01-28 17:50:00,276,2025-01-28 17:50:00,2.9,2025-01-28 17:50:00,4.4,2025-01-28 17:50:00,94,2025-01-28 17:50:00,,,0.1,2025-01-28 17:50:00
351160418,LESZNO,16.534722,51.835556,5.6,2025-01-28 17:50:00,235,2025-01-28 17:50:00,1.4,2025-01-28 17:50:00,2.2,2025-01-28 17:50:00,97,2025-01-28 17:50:00,,,0,2025-01-28 17:50:00
350150510,ŚNIEŻKA,15.739722,50.736389,,,243,2025-01-28 17:50:00,4.6,2025-01-28 17:50:00,10,2025-01-28 17:50:00,98,2025-01-28 17:50:00,,,,
351160424,WROCŁAW-STRACHOWICE,16.9,51.103333,6.8,2025-01-28 17:50:00,281,2025-01-28 17:50:00,1.9,2025-01-28 17:50:00,2.8,2025-01-28 17:50:00,92,2025-01-28 17:50:00,,,0,2025-01-28 17:50:00
250160030,BOLKÓW,16.098611,50.925,,,,,,,,,,,,,0.1,2025-01-28 17:50:00
251150110,ŻAGAŃ,15.293611,51.649722,,,,,,,,,,,,,0.1,2025-01-28 17:50:00
250150080,STARA KAMIENICA,15.574167,50.916944,,,,,,,,,,,,,0,2025-01-28 17:50:00
250150340,BOROWICE,15.69,50.789167,,,,,,,,,,,,,,
250190030,SILNICZKA,19.758889,50.921944,3.15,2025-01-28 17:50:00,132,2025-01-28 17:50:00,0.4,2025-01-28 17:50:00,2.3,2025-01-28 17:50:00,92.41,2025-01-28 17:50:00,,,0,2025-01-28 17:50:00
351190469,SULEJÓW,19.866389,51.353333,9.1,2025-01-28 17:50:00,137,2025-01-28 17:50:00,3.3,2025-01-28 17:50:00,6.8,2025-01-28 17:50:00,72,2025-01-28 17:50:00,,,0,2025-01-28 17:50:00
250220050,ZAKŁODZIE,22.861389,50.7575,,,,,,,,,,,,,0,2025-01-28 17:50:00
250230020,NIELISZ,23.038611,50.805,8.65,2025-01-28 17:50:00,92,2025-01-28 17:50:00,2.1,2025-01-28 17:50:00,4,2025-01-28 17:50:00,66.58,2025-01-28 17:50:00,,,0,2025-01-28 17:50:00
251190140,PLUCICE,19.601944,51.203611,,,,,,,,,,,,,0,2025-01-28 17:50:00
249200490,MUSZYNA,20.886389,49.349722,9.4,2025-01-28 17:50:00,222,2025-01-28 17:50:00,2.8,2025-01-28 17:50:00,8.2,2025-01-28 17:50:00,65.1,2025-01-28 17:50:00,,,0,2025-01-28 17:50:00
249200530,ŁYSA POLANA,20.115,49.263611,,,,,,,,,,,,,0,2025-01-28 17:50:00
249200550,DOLINA PIĘCIU STAWÓW,20.047778,49.213611,0.12,2025-01-28 17:50:00,202,2025-01-28 17:50:00,8.4,2025-01-28 17:50:00,17.7,2025-01-28 17:50:00,85.84,2025-01-28 17:50:00,,,0,2025-01-02 06:50:00
249210010,PILZNO,21.308333,49.987222,,,,,,,,,,,,,0,2025-01-28 17:50:00
249210070,BIECZ-GRUDNA,21.295556,49.735278,8.6,2025-01-28 17:50:00,116,2025-01-28 17:50:00,4,2025-01-28 17:50:00,5.9,2025-01-28 17:50:00,64.3,2025-01-28 17:50:00,,,0,2025-01-28 17:50:00
249210080,JASŁO,21.485,49.735556,,,,,,,,,,,,,0,2025-01-28 17:50:00
249210090,GORLICE,21.171111,49.655278,,,,,,,,,,,,,0,2025-01-28 17:50:00
249180160,BRENNA,18.870833,49.753611,9,2025-01-28 03:20:00,148,2025-01-28 17:50:00,7.1,2025-01-28 17:50:00,12.3,2025-01-28 17:50:00,62.4,2025-01-28 17:50:00,,,0,2025-01-28 17:50:00
249180210,SZCZYRK,18.994722,49.703056,0.97,2024-11-13 07:50:00,163,2024-11-13 07:50:00,1,2024-11-13 07:50:00,2.9,2024-11-13 07:50:00,87.95,2024-11-13 07:50:00,,,0,2024-11-13 07:50:00
249180220,CZANTORIA,18.819722,49.683333,,,,,,,,,,,,,0,2025-01-28 17:50:00
249180230,WISŁA,18.861389,49.654722,8.57,2025-01-28 17:50:00,145,2025-01-28 17:50:00,0.6,2025-01-28 17:50:00,2.7,2025-01-28 17:50:00,65.13,2025-01-28 17:50:00,,,0,2025-01-28 17:50:00
249180240,WISŁA-MALINKA,18.9675,49.644722,,,,,,,,,,,,,0,2025-01-28 17:50:00
249190030,LIBERTÓW,19.895,49.9725,10.2,2025-01-28 17:50:00,221,2025-01-28 17:50:00,3.7,2025-01-28 17:50:00,9.4,2025-01-28 17:50:00,56.7,2025-01-28 17:50:00,,,0,2025-01-28 17:50:00
249190050,RADZISZÓW,19.809167,49.939722,,,,,,,,,,,,,0,2025-01-28 17:50:00
249190090,INWAŁD,19.388611,49.867222,6.59,2025-01-28 16:50:00,175,2025-01-28 16:50:00,0.8,2025-01-28 16:50:00,3.7,2025-01-28 16:50:00,63.94,2025-01-28 16:50:00,,,0,2025-01-28 16:50:00
249190130,MIĘDZYBRODZIE BIALSKIE,19.196111,49.789444,11.5,2025-01-28 17:50:00,200,2025-01-28 17:50:00,3.8,2025-01-28 17:50:00,6.9,2025-01-28 17:50:00,59,2025-01-28 17:50:00,,,0,2025-01-28 17:50:00
249190140,LESKOWIEC,19.446667,49.795556,6.41,2025-01-28 17:50:00,172,2025-01-28 17:50:00,0,2025-01-17 10:20:00,0,2025-01-28 17:50:00,75.59,2025-01-28 17:50:00,,,0,2024-12-16 11:20:00
249190170,BOGDANÓWKA,19.788056,49.759444,,,,,,,,,,,,,0,2025-01-28 17:50:00
249190190,MAKÓW PODHALAŃSKI,19.688056,49.725833,11.1,2025-01-28 17:50:00,126,2025-01-28 17:50:00,3.8,2025-01-28 17:50:00,8.4,2025-01-28 17:50:00,60.29,2025-01-28 17:50:00,,,0,2025-01-28 17:50:00
249190240,LACHOWICE KRALE,19.417778,49.688333,9.92,2025-01-28 17:50:00,217,2025-01-28 17:50:00,6.8,2025-01-28 17:50:00,13.4,2025-01-28 17:50:00,64.65,2025-01-28 17:50:00,,,0,2025-01-28 17:50:00
249190280,KRZECZÓW,19.91,49.683611,8.44,2025-01-28 17:50:00,205,2025-01-28 17:50:00,3,2025-01-28 17:50:00,5.1,2025-01-28 17:50:00,67.76,2025-01-28 17:50:00,,,0,2025-01-28 17:50:00
249190350,ZAWOJA,19.518611,49.611667,8.98,2025-01-28 17:50:00,172,2025-01-28 17:50:00,4.6,2025-01-28 17:50:00,9.4,2025-01-28 17:50:00,68.57,2025-01-28 17:50:00,,,0,2025-01-28 17:50:00
249190390,MARKOWE SZCZAWINY,19.516389,49.5875,-0.11,2025-01-28 17:50:00,100,2025-01-28 17:50:00,2.4,2025-01-28 17:50:00,7.7,2025-01-28 17:50:00,85.95,2025-01-28 17:50:00,,,0,2024-12-16 11:20:00
249190410,MILÓWKA,19.079444,49.559167,,,,,,,,,,,,,0,2025-01-28 17:50:00
249190430,SOPOTNIA WIELKA,19.299444,49.581667,,,,,,,,,,,,,0,2025-01-28 17:50:00
249190440,KORBIELÓW,19.348333,49.568611,8.3,2025-01-28 17:50:00,337,2025-01-28 17:50:00,4.7,2025-01-28 17:50:00,8.2,2025-01-28 17:50:00,70.89,2025-01-28 17:50:00,,,0,2025-01-28 17:50:00
249190560,JABŁONKA,19.695833,49.472222,4.8,2025-01-28 17:50:00,210,2025-01-28 17:50:00,1.8,2025-01-28 17:50:00,7.1,2025-01-28 17:50:00,75,2025-01-28 17:50:00,,,0,2025-01-28 17:50:00
249200930,PORONIN,20.035278,49.330278,7.4,2025-01-28 17:50:00,305,2025-01-28 17:50:00,2.2,2025-01-28 17:50:00,5.2,2025-01-28 17:50:00,65,2025-01-28 17:50:00,,,0,2025-01-28 17:50:00
249200980,MSZANA DOLNA,20.054444,49.663611,6.1,2025-01-28 17:50:00,60,2025-01-28 17:50:00,1.7,2025-01-28 17:50:00,2.9,2025-01-28 17:50:00,65,2025-01-28 17:50:00,,,0,2025-01-28 17:50:00
249200990,WRONOWICE,20.590556,49.736389,,,,,,,,,,,,,0,2025-01-28 17:50:00
249210030,TUCHÓW,21.0475,49.903889,,,,,,,,,,,,,0,2025-01-28 17:50:00
250210110,RAKÓW,21.048611,50.671667,7.19,2025-01-28 17:50:00,155,2025-01-28 17:50:00,3,2025-01-28 17:50:00,5.4,2025-01-28 17:50:00,74.16,2025-01-28 17:50:00,,,0,2025-01-28 17:50:00
349190600,BIELSKO-BIAŁA,19.002222,49.806667,11.9,2025-01-28 17:50:00,156,2025-01-28 17:50:00,10.4,2025-01-28 17:50:00,15.2,2025-01-28 17:50:00,58,2025-01-28 17:50:00,,,0,2025-01-28 17:50:00
249180010,PSZCZYNA,18.919167,49.995556,6.9,2025-01-28 16:50:00,205,2025-01-28 16:50:00,1.9,2025-01-28 16:50:00,4.3,2025-01-28 16:50:00,63,2025-01-28 16:50:00,,,0,2025-01-28 16:50:00
249190780,GUBAŁÓWKA,19.929722,49.305556,0.61,2025-01-28 17:50:00,355,2025-01-28 17:50:00,2.1,2025-01-28 17:50:00,5.6,2025-01-28 17:50:00,70.09,2025-01-28 17:50:00,,,0,2025-01-28 17:50:00
249190790,RATUŁÓW,19.884167,49.391667,0.6,2025-01-28 17:50:00,0,2025-01-28 17:50:00,0,2025-01-28 17:50:00,0,2025-01-28 17:50:00,80.9,2025-01-28 17:50:00,,,0,2025-01-28 17:50:00
249190880,WADOWICE,19.511111,49.877222,,,,,,,,,,,,,0,2025-01-28 17:50:00
249200950,SZAFLARY,20.025278,49.416111,,,,,,,,,,,,,0,2025-01-28 17:50:00
249210340,KREMPNA,21.484167,49.516389,,,,,,,,,,,,,0,2025-01-28 17:50:00
250190510,PIWOŃ,19.245,50.484444,,,,,,,,,,,,,0,2025-01-28 17:50:00
249190770,STRACONKA,19.107222,49.793889,,,,,,,,,,,,,0,2025-01-28 17:50:00
249180150,WAPIENICA,18.973333,49.773611,,,,,,,,,,,,,0,2025-01-28 17:50:00
250200370,KONIECZNO,20.034167,50.794167,4.3,2025-01-28 17:50:00,111,2025-01-28 17:50:00,1.8,2025-01-28 17:50:00,3,2025-01-28 17:50:00,82.9,2025-01-28 17:50:00,,,0,2025-01-28 17:50:00
250200380,BIELINY PODUCHOWNE,20.958889,50.849444,,,,,,,,,,,,,0,2025-01-28 17:50:00
249200910,MORSKIE OKO,20.071389,49.201111,14,2024-10-22 09:50:00,282,2025-01-28 17:50:00,7.9,2025-01-28 17:50:00,17.8,2025-01-28 17:50:00,67.7,2025-01-28 17:50:00,,,0,2025-01-28 17:50:00
249190850,RYCERKA GÓRNA,19.008056,49.425833,,,,,,,,,,,,,0,2025-01-28 17:50:00
249190860,SOBLÓWKA,19.145278,49.456667,,,,,,,,,,,,,0,2025-01-28 17:50:00
250190380,BIERUŃ STARY,19.094722,50.084167,7.3,2025-01-28 17:50:00,132,2025-01-28 17:50:00,1.1,2025-01-28 17:50:00,2.4,2025-01-28 17:50:00,66.8,2025-01-28 17:50:00,,,0,2025-01-28 17:50:00
249201010,SIERCZA,20.033889,49.9725,11.06,2025-01-28 17:50:00,351,2025-01-28 17:50:00,2.8,2025-01-28 17:50:00,4.6,2025-01-28 17:50:00,61.34,2025-01-28 17:50:00,,,0,2025-01-28 17:50:00
249190820,KOSZARAWA,19.413889,49.672222,,,,,,,,,,,,,0,2025-01-28 17:50:00
249190830,KOŚCIELISKO-KIRY,19.870833,49.277778,,,,,,,,,,,,,0,2025-01-28 17:50:00
249190840,RAJCZA,19.115278,49.508056,,,,,,,,,,,,,0,2025-01-28 17:50:00
249190810,KALWARIA ZEBRZYDOWSKA,19.685278,49.87,,,,,,,,,,,,,0,2025-01-28 17:50:00
253200080,JEMIOŁOWO,20.299444,53.561667,,,,,,,,,,,,,0,2025-01-28 17:50:00
254190120,KMIECIN,19.163889,54.187778,7.7,2025-01-28 17:50:00,121,2025-01-28 17:50:00,4,2025-01-28 17:50:00,5.7,2025-01-28 17:50:00,89,2025-01-28 17:50:00,,,0,2025-01-28 17:50:00
254190190,ELBLĄG,19.431389,54.161944,8.3,2025-01-28 17:50:00,132,2025-01-28 17:50:00,3.9,2025-01-28 17:50:00,8.1,2024-12-30 05:50:00,79,2025-01-28 17:50:00,,,0,2025-01-28 17:50:00
254190230,ROGITY,19.861389,54.389167,,,,,,,,,,,,,0,2025-01-28 17:50:00
250140020,SIENIAWKA,14.835278,50.893611,,,,,,,,,,,,,0,2025-01-28 17:50:00
251150420,STANKOWICE,15.313611,51.016667,,,,,,,,,,,,,0,2025-01-28 17:50:00
252170390,GNIEZNO II,17.630278,52.523611,6.1,2025-01-28 17:50:00,95,2025-01-28 17:50:00,0.2,2025-01-28 17:50:00,1.4,2025-01-28 17:50:00,98,2025-01-28 17:50:00,,,0,2025-01-28 17:50:00
250160910,SREBRNA GÓRA II,16.668333,50.580833,,,,,,,,,,,,,0,2025-01-28 17:50:00
253170360,PRUSZCZ,17.825556,53.446389,,,,,,,,,,,,,0,2025-01-28 17:50:00
253190380,LUBSTYN,19.845556,53.5275,6.2,2025-01-28 17:50:00,126,2025-01-28 17:50:00,4.8,2025-01-28 17:50:00,7.2,2025-01-28 17:50:00,90.9,2025-01-28 17:50:00,,,0.1,2025-01-28 17:50:00
254160030,SŁAWNO,16.670278,54.351667,,,,,,,,,,,,,0.1,2025-01-28 17:50:00
251190250,BEŁCHATÓW,19.396944,51.379722,8.4,2025-01-28 17:50:00,138.9,2025-01-28 17:50:00,1.3,2025-01-28 17:50:00,2.5,2025-01-28 17:50:00,72.6,2025-01-28 17:50:00,,,0,2025-01-28 17:50:00
249220370,ZATWARNICA,22.552222,49.215833,,,,,,,,,,,,,0,2025-01-28 17:50:00
250180660,RUDA ŚLĄSKA,18.82,50.246944,,,,,,,,,,,,,0,2025-01-28 17:50:00
253180270,SKÓRCZ-RYZOWIE,18.536944,53.788333,,,,,,,,,,,,,0,2025-01-28 17:50:00
253220360,BIERNATKI,22.853333,53.867778,4.8,2025-01-28 17:50:00,128,2025-01-28 17:50:00,3.2,2025-01-28 17:50:00,5.1,2025-01-28 17:50:00,86.1,2025-01-28 17:50:00,,,0,2025-01-28 17:50:00
249201030,DOBRA,20.273333,49.7275,,,,,,,,,,,,,0,2025-01-28 17:50:00
251210320,KAZANÓW,21.4675,51.278333,,,,,,,,,,,,,0,2025-01-28 17:50:00
250190530,KATOWICE PYRZOWICE,19.095,50.477222,6.5,2025-01-28 17:50:00,106,2025-01-28 17:50:00,2.8,2025-01-28 17:50:00,4.3,2025-01-28 17:50:00,77,2025-01-28 17:50:00,,,,
250190780,BĘDKOWICE,19.769444,50.179167,,,,,,,,,,,,,0,2025-01-28 17:50:00
250161030,RZECZKA,16.4475,50.676667,,,,,,,,,,,,,0,2025-01-28 17:50:00
252230290,BOLESTY,23.090833,52.736667,,,,,,,,,,,,,0,2025-01-28 17:50:00
250180110,DOBRODZIEŃ,18.425556,50.729167,,,,,,,,,,,,,0,2025-01-28 17:50:00
249180620,KOŃCZYCE MAŁE,18.638889,49.852222,,,,,,,,,,,,,0,2025-01-28 17:50:00
249210420,SMEREKOWIEC,21.233889,49.505278,,,,,,,,,,,,,0,2025-01-28 17:50:00
249180590,RUPTAWA,18.589444,49.936667,,,,,,,,,,,,,0,2025-01-28 17:50:00
252220050,BRAŃSK,22.826389,52.741944,,,,,,,,,,,,,0,2025-01-28 17:50:00
252220120,TONKIELE,22.565278,52.412222,,,,,,,,,,,,,0,2025-01-28 17:50:00
253170320,LIPA,17.2575,53.050556,,,,,,,,,,,,,0,2025-01-28 17:50:00
253170340,IWNO,17.418056,53.026667,,,,,,,,,,,,,0,2025-01-28 17:50:00
250190880,SUŁOSZOWA,19.74,50.258333,,,,,,,,,,,,,0,2025-01-28 17:50:00
249190060,SIEPRAW,19.964722,49.904722,,,,,,,,,,,,,0,2025-01-28 17:50:00
250150560,MAŁA KOPA,15.726111,50.743611,,,,,,,,,,,,,0,2025-01-28 17:50:00
254190070,TOLKMICKO,19.5225,54.325278,,,,,,,,,,,,,0,2025-01-28 17:50:00
250190810,LUBSZA,19.004167,50.609722,,,,,,,,,,,,,0,2025-01-28 17:50:00
250180720,MODZURÓW,18.138889,50.160556,,,,,,,,,,,,,0,2025-01-28 17:50:00
251150430,BIAŁKÓW,15.021667,51.776944,,,,,,,,,,,,,0,2025-01-28 17:50:00
250160010,STRZEGOM,16.376389,50.963889,,,,,,,,,,,,,0,2025-01-28 17:50:00
252140210,BOCZÓW,14.938611,52.316944,,,,,,,,,,,,,0,2025-01-28 17:50:00
250180560,ŻORY,18.696389,50.053611,,,,,,,,,,,,,0,2025-01-28 17:50:00
254230040,PODWOJPONIE,23.119444,54.300278,,,,,,,,,,,,,0,2025-01-28 17:50:00
251150440,SIECIEBORZYCE,15.536944,51.665556,,,,,,,,,,,,,0,2025-01-28 17:50:00
252170420,ROGOWO,17.643333,52.7325,5.8,2025-01-28 17:50:00,349,2025-01-28 17:50:00,0.8,2025-01-28 17:50:00,1,2025-01-28 17:50:00,79.7,2025-01-28 17:50:00,,,0,2025-01-28 17:50:00
252230250,ZAMOSZE,23.912778,52.815278,,,,,,,,,,,,,0,2025-01-28 17:50:00
253220330,MARIANOWO II,22.105833,53.211944,6.29,2025-01-28 17:50:00,132,2025-01-28 17:50:00,2.2,2025-01-28 17:50:00,4.3,2025-01-28 17:50:00,84.75,2025-01-28 17:50:00,,,0,2025-01-28 17:50:00
253210350,TYSZKI-WĄDOŁOWO,21.984167,53.447778,,,,,,,,,,,,,0,2025-01-28 17:50:00
252230240,NAREWKA,23.725,52.863611,,,,,,,,,,,,,0,2025-01-28 17:50:00
252230230,NAREW,23.522778,52.916667,,,,,,,,,,,,,0,2025-01-28 17:50:00
253210290,PTAKI,21.791667,53.393056,,,,,,,,,,,,,0,2025-01-28 17:50:00
253210280,DOBRYLAS,21.864722,53.285278,,,,,,,,,,,,,0,2025-01-28 17:50:00
251160170,CHWAŁKOWICE,16.613056,51.448333,5.3,2025-01-28 17:50:00,240,2025-01-28 17:50:00,2.4,2025-01-28 17:50:00,3.6,2025-01-28 17:50:00,92,2025-01-28 17:50:00,,,0,2025-01-28 17:50:00
251170290,NAMYSŁÓW,17.715833,51.065833,9.35,2025-01-28 17:50:00,146.5,2025-01-28 17:50:00,1.7,2025-01-28 17:50:00,3.1,2025-01-28 17:50:00,71.77,2025-01-28 17:50:00,,,0,2025-01-28 17:50:00
250150030,POBIEDNA,15.308611,50.951944,,,,,,,,,,,,,0.1,2025-01-28 17:50:00
250150130,CIECHANOWICE,15.977222,50.867222,,,,,,,,,,,,,0,2025-01-28 17:50:00
350160520,KŁODZKO,16.614167,50.436944,7.4,2025-01-28 17:50:00,247,2025-01-28 17:50:00,8.3,2025-01-28 17:50:00,11.9,2025-01-28 17:50:00,86,2025-01-28 17:50:00,,,0,2025-01-28 17:50:00
251150340,GRYFÓW ŚLĄSKI,15.409444,51.026667,,,,,,,,,,,,,0.1,2025-01-28 17:50:00
250160310,MIEROSZÓW,16.175833,50.6625,,,,,,,,,,,,,0.2,2025-01-28 17:50:00
250150060,RĘBISZÓW,15.448889,50.951667,,,,,,,,,,,,,0,2025-01-28 17:50:00
250150050,PILCHOWICE,15.64,50.962778,,,,,,,,,,,,,0,2025-01-28 17:50:00
251150350,LUBOMIERZ,15.502778,51.015278,,,,,,,,,,,,,0,2025-01-28 17:50:00
249190640,NOWE BYSTRE,19.929167,49.332222,2.64,2025-01-28 17:50:00,126,2025-01-28 17:50:00,2.4,2025-01-28 17:50:00,4.3,2025-01-28 17:50:00,69.22,2025-01-28 17:50:00,,,0,2025-01-28 17:50:00
249190680,HALA ORNAK,19.859444,49.229167,7.18,2025-01-28 17:50:00,155,2025-01-28 17:50:00,4.1,2025-01-28 17:50:00,11.1,2025-01-28 17:50:00,74.98,2025-01-28 17:50:00,,,0,2024-11-28 20:20:00
249200050,STRADOMKA,20.309167,49.920833,,,,,,,,,,,,,0,2025-01-28 17:50:00
249200060,GNOJNIK,20.588333,49.895278,,,,,,,,,,,,,0,2025-01-28 17:50:00
249200070,DOBCZYCE,20.070556,49.8775,6.65,2025-01-28 17:50:00,303,2025-01-28 17:50:00,0.8,2025-01-28 17:50:00,2.5,2025-01-28 17:50:00,69.25,2025-01-28 17:50:00,,,0,2025-01-28 17:50:00
249200110,JODŁOWNIK,20.224722,49.770833,8.49,2025-01-28 17:50:00,126.5,2025-01-28 17:50:00,2.4,2025-01-28 17:50:00,5.2,2025-01-28 17:50:00,70,2025-01-28 17:50:00,,,0,2025-01-28 17:50:00
249200130,JASTRZĘBIA,20.896389,49.786389,9.71,2025-01-28 17:50:00,121,2025-01-28 17:50:00,3.4,2025-01-28 17:50:00,6.8,2025-01-28 17:50:00,64.9,2025-01-28 17:50:00,,,0,2025-01-28 17:50:00
249200140,WĘGLÓWKA,20.074444,49.750278,,,,,,,,,,,,,0,2025-01-28 17:50:00
249220120,LESZCZOWATE,22.547778,49.507222,11.24,2025-01-28 17:50:00,260,2025-01-28 17:50:00,1.4,2025-01-28 17:50:00,3.9,2025-01-28 17:50:00,47.53,2025-01-28 17:50:00,,,0,2025-01-28 17:50:00
249220070,RYBOTYCZE,22.64,49.654444,,,,,,,,,,,,,0,2025-01-28 17:50:00
349220695,PRZEMYŚL,22.771944,49.804167,12.2,2025-01-28 17:50:00,172,2025-01-28 17:50:00,3.7,2025-01-28 17:50:00,6.7,2025-01-28 17:50:00,44,2025-01-28 17:50:00,,,0,2025-01-28 17:50:00
350220580,RZESZÓW-JASIONKA,22.042222,50.110833,,,176,2025-01-28 17:50:00,4.5,2025-01-28 17:50:00,8.4,2025-01-28 17:50:00,54,2025-01-28 17:50:00,,,0,2025-01-28 17:50:00
